class,Order,Family,Genus,Genus_species
Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas leucocephala
Aves,Gruiformes,Rallidae,Porzana,Porzana pusilla
Aves,Passeriformes,Furnariidae,Synallaxis,Synallaxis cinerea
Aves,Passeriformes,Muscicapidae,Eumyias,Eumyias indigo
Aves,Passeriformes,Muscicapidae,Tarsiger,Tarsiger cyanurus
Aves,Passeriformes,Parulidae,Cardellina,Cardellina pusilla
Aves,Piciformes,Bucconidae,Notharchus,Notharchus tectus
Aves,Piciformes,Bucconidae,Malacoptila,Malacoptila panamensis
Aves,Passeriformes,Ptiliogonatidae,Phainoptila,Phainoptila melanoxantha
Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus
Aves,Passeriformes,,,
Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus melanopogon
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus whistleri
Aves,Psittaciformes,Psittacidae,Poicephalus,Poicephalus robustus
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura castaneothorax
Aves,Passeriformes,Sittidae,Sitta,Sitta villosa
Aves,Charadriiformes,Charadriidae,Charadrius,Charadrius alticola
Aves,Passeriformes,Tyrannidae,Mionectes,Mionectes rufiventris
Aves,Passeriformes,Motacillidae,Anthus,Anthus spinoletta
Aves,Anseriformes,,,
Aves,Passeriformes,,,
Aves,Procellariiformes,Procellariidae,Pterodroma,Pterodroma gouldi
Aves,Passeriformes,Acrocephalidae,Hippolais,Hippolais olivetorum
Aves,Accipitriformes,Cathartidae,Cathartes,Cathartes burrovianus
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops japonicus
Aves,Piciformes,Picidae,Jynx,Jynx torquilla
Aves,Passeriformes,Regulidae,Regulus,Regulus calendula
Aves,Passeriformes,Thraupidae,Hemithraupis,Hemithraupis guira
Aves,Strigiformes,Strigidae,Aegolius,Aegolius funereus
Aves,Passeriformes,Fringillidae,Acanthis,Acanthis hornemanni
Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos leucotos
Aves,Passeriformes,Passeridae,Passer,Passer cinnamomeus
Aves,Charadriiformes,Laridae,Larus,Larus crassirostris
Aves,Gruiformes,Aramidae,Aramus,Aramus guarauna
Aves,Charadriiformes,Alcidae,Uria,Uria aalge
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Procellariiformes,Hydrobatidae,Hydrobates,
Aves,Procellariiformes,Hydrobatidae,Hydrobates,
Aves,Passeriformes,Furnariidae,Dendrocincla,Dendrocincla fuliginosa
Aves,Columbiformes,Columbidae,Ptilinopus,Ptilinopus purpuratus
Aves,Psittaciformes,Psittacidae,Cyanoliseus,Cyanoliseus patagonus
Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus sibiricus
Aves,Passeriformes,Passerellidae,Zonotrichia,Zonotrichia leucophrys
Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Aves,Charadriiformes,Laridae,Chroicocephalus,Chroicocephalus ridibundus
Aves,Passeriformes,Alaudidae,Alaudala,Alaudala rufescens
Aves,Passeriformes,Tyrannidae,Contopus,Contopus sordidulus
Aves,Passeriformes,Conopophagidae,Conopophaga,Conopophaga melanops
Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris
Aves,Columbiformes,Columbidae,Zenaida,Zenaida asiatica
Aves,Apodiformes,Trochilidae,Adelomyia,Adelomyia melanogenys
Aves,Passeriformes,Tityridae,Schiffornis,Schiffornis virescens
Aves,Passeriformes,Estrildidae,Erythrura,Erythrura hyperythra
Aves,Gaviiformes,Gaviidae,Gavia,Gavia arctica
Aves,Piciformes,Picidae,Dendrocopos,Dendrocopos major
Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax fulvifrons
Aves,Charadriiformes,Laridae,Sterna,Sterna sumatrana
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris falcinellus
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris canutus
Aves,Charadriiformes,Laridae,Larus,Larus glaucoides
Aves,Apodiformes,Trochilidae,Thalurania,Thalurania colombica
Aves,Psittaciformes,Psittacidae,Ara,Ara ambiguus
Aves,Passeriformes,Thamnophilidae,Formicivora,Formicivora serrana
Aves,Passeriformes,Leiothrichidae,Garrulax,Garrulax calvus
Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus flavopectus
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter tachiro
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus urostictus
Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus mendiculus
Aves,Passeriformes,Furnariidae,Ochetorhynchus,Ochetorhynchus ruficaudus
Aves,Columbiformes,Columbidae,Columba,Columba livia
Aves,Piciformes,Picidae,Picus,Picus viridis
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Apodiformes,Trochilidae,Hylocharis,Hylocharis cyanus
Aves,Passeriformes,Cotingidae,Pipreola,Pipreola whitelyi
Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris leucomelas
Aves,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus plumosus
Aves,Passeriformes,Muscicapidae,Cyornis,Cyornis olivaceus
Aves,Gruiformes,Rallidae,Fulica,Fulica atra
Aves,Coraciiformes,Alcedinidae,Chloroceryle,Chloroceryle americana
Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax minimus
Aves,Passeriformes,Passerellidae,Arremon,Arremon aurantiirostris
Aves,Coraciiformes,Momotidae,Momotus,Momotus momota
Aves,Passeriformes,,,
Aves,Passeriformes,Paridae,Parus,Parus minor
Aves,Otidiformes,Otididae,Chlamydotis,Chlamydotis macqueenii
Aves,Passeriformes,Petroicidae,Petroica,Petroica traversi
Aves,Passeriformes,Turdidae,Turdus,Turdus viscivorus
Aves,Passeriformes,Petroicidae,Drymodes,Drymodes brunneopygia
Aves,Anseriformes,Anatidae,Melanitta,Melanitta fusca
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter francesiae
Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava
Aves,Passeriformes,Leiothrichidae,Actinodura,Actinodura ramsayi
Aves,Psittaciformes,Psittacidae,Ara,Ara macao
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Apodiformes,Trochilidae,Amazilia,Amazilia tzacatl
Aves,Passeriformes,,,
Aves,Piciformes,Picidae,Picus,Picus canus
Aves,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus coronatus
Aves,Passeriformes,Aegithalidae,Aegithalos,Aegithalos caudatus
Aves,Passeriformes,,,
Aves,Podicipediformes,Podicipedidae,Podiceps,Podiceps grisegena
Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes tanneri
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Troglodytidae,Pheugopedius,Pheugopedius atrogularis
Aves,Passeriformes,Calcariidae,Plectrophenax,Plectrophenax hyperboreus
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus occisinensis
Aves,Passeriformes,Sylviidae,,
Aves,Passeriformes,Dicaeidae,Dicaeum,Dicaeum trigonostigma
Aves,Galliformes,Phasianidae,Lagopus,Lagopus lagopus
Aves,Gruiformes,Rallidae,Gallirallus,Gallirallus striatus
Aves,Passeriformes,Paridae,Parus,Parus monticolus
Aves,Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus magellanicus
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Passeriformes,Mimidae,Mimus,Mimus triurus
Aves,Procellariiformes,Procellariidae,Pelecanoides,Pelecanoides georgicus
Aves,Passeriformes,Thamnophilidae,Myrmotherula,Myrmotherula schisticolor
Aves,Procellariiformes,Hydrobatidae,Oceanodroma,Oceanodroma tethys
Aves,Passeriformes,Paridae,Pardaliparus,Pardaliparus elegans
Aves,Passeriformes,Vireonidae,Cyclarhis,Cyclarhis gujanensis
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza calandra
Aves,Passeriformes,,,
Aves,Gruiformes,Gruidae,Grus,Grus japonensis
Aves,Passeriformes,,,
Aves,Passeriformes,Fringillidae,Spinus,Spinus spinus
Aves,Passeriformes,Calcariidae,Plectrophenax,Plectrophenax nivalis
Aves,Passeriformes,Timaliidae,Stachyris,Stachyris maculata
Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos
Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis
Aves,Passeriformes,Thamnophilidae,Hylophylax,Hylophylax naevioides
Aves,Passeriformes,,,
Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus baroli
Aves,Charadriiformes,Scolopacidae,Coenocorypha,Coenocorypha aucklandica
Aves,Piciformes,Picidae,Melanerpes,Melanerpes carolinus
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter soloensis
Aves,Passeriformes,Passeridae,Gymnoris,Gymnoris xanthocollis
Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto
Aves,Cuculiformes,Cuculidae,Guira,Guira guira
Aves,Passeriformes,,,
Aves,Passeriformes,Calcariidae,Calcarius,Calcarius lapponicus
Aves,Passeriformes,Muscicapidae,Calliope,Calliope calliope
Aves,Charadriiformes,Scolopacidae,Xenus,Xenus cinereus
Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris
Aves,Passeriformes,Icteridae,Icterus,Icterus galbula
Aves,Galliformes,Odontophoridae,Colinus,Colinus cristatus
Aves,Passeriformes,Corvidae,Perisoreus,Perisoreus canadensis
Aves,Passeriformes,Tyrannidae,Rhytipterna,Rhytipterna simplex
Aves,Coraciiformes,Alcedinidae,Tanysiptera,Tanysiptera galatea
Aves,Passeriformes,Passerellidae,Arremon,Arremon virenticeps
Aves,Charadriiformes,Scolopacidae,Tringa,Tringa flavipes
Aves,Psittaciformes,Psittaculidae,Cyanoramphus,Cyanoramphus auriceps
Aves,Gruiformes,Rallidae,Gallirallus,Gallirallus philippensis
Aves,Columbiformes,Columbidae,Zenaida,Zenaida macroura
Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris
Aves,Phaethontiformes,Phaethontidae,Phaethon,Phaethon lepturus
Aves,Passeriformes,Parulidae,Setophaga,Setophaga petechia
Aves,Passeriformes,Paridae,Parus,Parus major
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugens
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe pleschanka
Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans
Aves,Psittaciformes,Psittacidae,Pyrilia,Pyrilia vulturina
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus whistleri
Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax carbo
Aves,Passeriformes,Corvidae,Corvus,Corvus caurinus
Aves,Passeriformes,Tyrannidae,Serpophaga,Serpophaga subcristata
Aves,Passeriformes,Passerellidae,Ammodramus,Ammodramus humeralis
Aves,Passeriformes,Corvidae,Pica,Pica pica
Aves,Piciformes,Picidae,Melanerpes,Melanerpes carolinus
Aves,Passeriformes,Notiomystidae,Notiomystis,Notiomystis cincta
Aves,Passeriformes,Tityridae,Iodopleura,Iodopleura fusca
Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax yncas
Aves,Passeriformes,Cettiidae,Cettia,Cettia cetti
Aves,Passeriformes,Pipridae,Neopelma,Neopelma pallescens
Aves,Passeriformes,Motacillidae,Anthus,Anthus hodgsoni
Aves,Passeriformes,,,
Aves,Passeriformes,Passeridae,Passer,Passer moabiticus
Aves,Procellariiformes,Procellariidae,Ardenna,Ardenna bulleri
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Passeriformes,Vireonidae,Vireo,Vireo gilvus
Aves,Passeriformes,Parulidae,Setophaga,Setophaga petechia
Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia chiriquensis
Aves,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus
Aves,Passeriformes,,,
Aves,Passeriformes,,,
Aves,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome
Aves,Piciformes,Picidae,Celeus,Celeus undatus
Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus aterrimus
Aves,Passeriformes,Ploceidae,Ploceus,Ploceus velatus
Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus
Aves,Passeriformes,Cardinalidae,Cardinalis,Cardinalis cardinalis
Aves,Passeriformes,Thraupidae,Sicalis,Sicalis luteola
Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus
Aves,Passeriformes,Corvidae,Cyanocorax,Cyanocorax cyanopogon
Aves,Procellariiformes,Diomedeidae,Thalassarche,Thalassarche melanophris
Aves,Passeriformes,Passerellidae,Spizelloides,Spizelloides arborea
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs
Aves,Columbiformes,,,
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo tahitica
Aves,Passeriformes,Passerellidae,Melospiza,Melospiza melodia
Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus minor
Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza godlewskii
Aves,Passeriformes,Turdidae,Myadestes,Myadestes myadestinus
Aves,Procellariiformes,Procellariidae,Puffinus,Puffinus yelkouan
Aves,Passeriformes,Acrocephalidae,Acrocephalus,Acrocephalus scirpaceus
Aves,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus
Aves,Passeriformes,Muscicapidae,Cercotrichas,Cercotrichas podobe
Aves,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura rupicola
Aves,Passeriformes,Corvidae,Pica,Pica pica
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Passeriformes,Vireonidae,Vireo,Vireo olivaceus
Aves,Passeriformes,Turdidae,Turdus,Turdus naumanni
Aves,Passeriformes,Troglodytidae,Cyphorhinus,Cyphorhinus arada
Aves,Accipitriformes,Accipitridae,Nisaetus,Nisaetus bartelsi
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus
Aves,Falconiformes,Falconidae,Falco,Falco novaeseelandiae
Aves,Passeriformes,Furnariidae,Xiphocolaptes,Xiphocolaptes promeropirhynchus
Aves,Passeriformes,Leiothrichidae,Trochalopteron,Trochalopteron erythrocephalum
Aves,Falconiformes,Falconidae,Falco,Falco peregrinus
Aves,Passeriformes,Corvidae,Corvus,Corvus enca
Aves,Passeriformes,Passeridae,Passer,Passer montanus
Aves,Passeriformes,Parulidae,Cardellina,Cardellina rubra
Aves,Passeriformes,Nectariniidae,Cyanomitra,Cyanomitra verticalis
Aves,Anseriformes,Anatidae,Cairina,Cairina moschata
Aves,Charadriiformes,Laridae,Anous,Anous minutus
Aves,Apodiformes,,,
Aves,Columbiformes,Columbidae,Ectopistes,Ectopistes migratorius
Aves,Passeriformes,Tyrannidae,Elaenia,Elaenia chilensis
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros
Aves,Columbiformes,Columbidae,Zenaida,Zenaida aurita
Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus vinaceus
Aves,Passeriformes,Leiothrichidae,Actinodura,Actinodura egertoni
Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia decaocto
Aves,Pelecaniformes,Ardeidae,Ardea,Ardea cinerea
Aves,Passeriformes,Turdidae,Turdus,Turdus chiguanco
Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus magellanicus
Aves,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis
Aves,Passeriformes,,,
Aves,Columbiformes,Columbidae,Patagioenas,Patagioenas flavirostris
Aves,Passeriformes,Turdidae,Turdus,Turdus rufiventris
Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
Aves,Passeriformes,Corvidae,Corvus,Corvus corone
Aves,Passeriformes,Cettiidae,Horornis,Horornis fortipes
Aves,Passeriformes,Cisticolidae,Orthotomus,Orthotomus sutorius
Aves,Passeriformes,Thamnophilidae,Thamnophilus,Thamnophilus caerulescens
Aves,Passeriformes,,,
Aves,Piciformes,Picidae,Picoides,Picoides tridactylus
Aves,Galliformes,Phasianidae,Tetrao,Tetrao urogallus
Aves,Passeriformes,Passeridae,Passer,Passer domesticus
Aves,Passeriformes,Thamnophilidae,Microrhopias,Microrhopias quixensis
Aves,Passeriformes,Fringillidae,Euphonia,Euphonia laniirostris
Aves,Passeriformes,,,
Aves,Passeriformes,Icteridae,Icterus,Icterus oberi
Aves,Passeriformes,Icteridae,Leistes,Leistes loyca
Aves,Passeriformes,Muscicapidae,Cyornis,
Aves,Coraciiformes,Coraciidae,Coracias,Coracias benghalensis
Aves,Galliformes,Phasianidae,Arborophila,Arborophila ardens
Aves,Anseriformes,Anatidae,Branta,Branta hutchinsii
Aves,Apodiformes,Trochilidae,Coeligena,Coeligena coeligena
Aves,Apodiformes,Trochilidae,Eriocnemis,Eriocnemis vestita
Aves,Passeriformes,Hirundinidae,Stelgidopteryx,Stelgidopteryx serripennis
Aves,Passeriformes,,,
Aves,Passeriformes,Regulidae,Regulus,Regulus regulus
Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Aves,Passeriformes,,,
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus taivanus
Aves,Passeriformes,Tyrannidae,Contopus,Contopus nigrescens
Aves,Passeriformes,Sittidae,Sitta,Sitta neumayer
Aves,Passeriformes,Muscicapidae,Niltava,Niltava sundara
Aves,Passeriformes,Turdidae,Catharus,Catharus fuscescens
Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops chloris
Aves,Passeriformes,Meliphagidae,Meliphaga,Meliphaga orientalis
Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax
Aves,Passeriformes,Thraupidae,Ramphocelus,Ramphocelus sanguinolentus
Aves,Passeriformes,Passerellidae,Spizelloides,Spizelloides arborea
Aves,Charadriiformes,Laridae,Anous,Anous minutus
Aves,Charadriiformes,Alcidae,Aethia,Aethia cristatella
Aves,Passeriformes,Thraupidae,Oryzoborus,Oryzoborus funereus
Aves,Passeriformes,Parulidae,Leiothlypis,Leiothlypis virginiae
Aves,Apodiformes,,,
Aves,Accipitriformes,Accipitridae,Milvus,Milvus migrans
Aves,Passeriformes,Paridae,Parus,Parus monticolus
Aves,Passeriformes,Passerellidae,Junco,Junco insularis
Aves,Strigiformes,Strigidae,Bubo,Bubo bubo
Aves,Columbiformes,Columbidae,Goura,Goura scheepmakeri
Aves,Passeriformes,Turdidae,Zoothera,Zoothera dauma
Aves,Passeriformes,Locustellidae,Locustella,Locustella naevia
Aves,Columbiformes,,,
Aves,Piciformes,Picidae,Celeus,Celeus elegans
Aves,Passeriformes,Tyrannidae,Rhynchocyclus,Rhynchocyclus olivaceus
Aves,Passeriformes,Thamnophilidae,Thamnomanes,Thamnomanes ardesiacus
Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta
Aves,Gruiformes,Rallidae,Rallus,Rallus aquaticus
Aves,Piciformes,Picidae,Dendrocoptes,Dendrocoptes medius
Aves,Passeriformes,Estrildidae,Erythrura,Erythrura hyperythra
Aves,Passeriformes,Sylviidae,Sylvia,Sylvia communis
Aves,Anseriformes,Anatidae,Anas,Anas acuta
Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus
Aves,Passeriformes,Pachycephalidae,Pachycephala,Pachycephala pectoralis
Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus
Aves,Coraciiformes,,,
Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Aves,Accipitriformes,Accipitridae,Aquila,Aquila fasciata
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura spectabilis
Aves,Passeriformes,Thraupidae,Sporophila,Sporophila pileata
Aves,Galliformes,Phasianidae,Syrmaticus,Syrmaticus soemmerringii
Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna viduata
Aves,Apodiformes,Trochilidae,Sephanoides,Sephanoides sephaniodes
Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius griseus
Aves,Charadriiformes,Laridae,Larus,Larus occidentalis
Aves,Passeriformes,Locustellidae,Locustella,Locustella lanceolata
Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,Nyctidromus albicollis
Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus ruber
Aves,Passeriformes,Thamnophilidae,Willisornis,Willisornis poecilinotus
Aves,Galliformes,Phasianidae,Francolinus,Francolinus pondicerianus
Aves,Passeriformes,Icteridae,Cacicus,Cacicus cela
Aves,Passeriformes,Furnariidae,Phacellodomus,Phacellodomus sibilatrix
Aves,Passeriformes,Tyrannidae,Tolmomyias,Tolmomyias flaviventris
Aves,Passeriformes,Bombycillidae,Bombycilla,Bombycilla garrulus
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza yessoensis
Aves,Passeriformes,Passerellidae,Arremonops,Arremonops rufivirgatus
Aves,Passeriformes,Motacillidae,Anthus,Anthus trivialis
Aves,Passeriformes,Timaliidae,Macronus,Macronus ptilosus
Aves,Charadriiformes,Laridae,Larus,Larus delawarensis
Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
Aves,Passeriformes,Thamnophilidae,Hafferia,Hafferia immaculata
Aves,Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus albobrunneus
Aves,Passeriformes,Cardinalidae,Cyanocompsa,Cyanocompsa cyanoides
Aves,Passeriformes,Turdidae,Catharus,Catharus ustulatus
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealoides
Aves,Strigiformes,Strigidae,Strix,Strix uralensis
Aves,Passeriformes,Turdidae,Turdus,Turdus viscivorus
Aves,Anseriformes,Anatidae,Anas,Anas acuta
Aves,Anseriformes,Anatidae,Anas,Anas acuta
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis
Aves,Passeriformes,Icteridae,Agelaioides,Agelaioides badius
Aves,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus
Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus tyrannulus
Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus swainsoni
Aves,Passeriformes,Pipridae,Ceratopipra,Ceratopipra erythrocephala
Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
Aves,Phaethontiformes,Phaethontidae,Phaethon,Phaethon rubricauda
Aves,Procellariiformes,Procellariidae,Calonectris,Calonectris leucomelas
Aves,Coraciiformes,Alcedinidae,Alcedo,Alcedo atthis
Aves,Gruiformes,Rallidae,Rallus,Rallus aquaticus
Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus
Aves,Anseriformes,Anatidae,Tadorna,Tadorna variegata
Aves,Passeriformes,,,
Aves,Apodiformes,Apodidae,Apus,Apus pallidus
Aves,Psittaciformes,Psittacidae,Amazona,Amazona aestiva
Aves,Psittaciformes,Psittacidae,Amazona,Amazona viridigenalis
Aves,Columbiformes,Columbidae,Zenaida,Zenaida graysoni
Aves,Passeriformes,Ploceidae,Ploceus,Ploceus xanthops
Aves,Passeriformes,Emberizidae,Emberiza,Emberiza rutila
Aves,Passeriformes,Sylviidae,Curruca,Curruca cantillans
Aves,Passeriformes,Sylviidae,Curruca,Curruca cantillans
Aves,Passeriformes,Pipridae,Lepidothrix,Lepidothrix coronata
Aves,Apodiformes,Trochilidae,Polytmus,Polytmus theresiae
Aves,Apodiformes,Trochilidae,Coeligena,Coeligena torquata
Aves,Columbiformes,Columbidae,Columbina,Columbina picui
Aves,Passeriformes,Furnariidae,Leptasthenura,Leptasthenura aegithaloides
Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula
Aves,Passeriformes,Turdidae,Turdus,Turdus albicollis
Aves,Charadriiformes,Laridae,Larus,Larus argentatus
Aves,Columbiformes,,,
Aves,Passeriformes,Passerellidae,Chlorospingus,Chlorospingus pileatus
Aves,Passeriformes,Muscicapidae,Cyanoptila,Cyanoptila cyanomelana
Aves,Apodiformes,Apodidae,Hirundapus,Hirundapus caudacutus
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus borealis
Aves,Passeriformes,,,
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus barbatus
Aves,Charadriiformes,Laridae,Larus,Larus delawarensis
Aves,Galliformes,Odontophoridae,Callipepla,Callipepla californica
Aves,Piciformes,Picidae,Campephilus,Campephilus melanoleucos
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris mauri
Aves,Passeriformes,,,
Aves,Passeriformes,Fringillidae,Fringilla,Fringilla teydea
Aves,Anseriformes,Anatidae,Anser,Anser cygnoides
Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo nigrita
Aves,Charadriiformes,Scolopacidae,Calidris,Calidris melanotos
Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe lugens
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter tachiro
Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter francesiae
Aves,Passeriformes,Corvidae,Calocitta,Calocitta colliei
Aves,Psittaciformes,Psittacidae,Amazona,Amazona farinosa
Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Aves,Passeriformes,Thraupidae,Poospiza,Poospiza hypocondria
Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sibilatrix
Aves,Bucerotiformes,Upupidae,Upupa,Upupa epops
Aves,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca
Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,Nyctidromus albicollis
Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax auritus
Aves,Passeriformes,Pipridae,Neopelma,Neopelma chrysocephalum
Aves,Coraciiformes,Alcedinidae,Ceyx,Ceyx solitarius
Aves,Passeriformes,,,
Aves,Anseriformes,,,
Aves,Sphenisciformes,Spheniscidae,Eudyptula,Eudyptula minor
Aves,Anseriformes,Anatidae,Netta,Netta peposaca
Aves,Passeriformes,,,
Aves,Passeriformes,,,
Aves,Passeriformes,Timaliidae,Stachyridopsis,Stachyridopsis ruficeps
Aves,Passeriformes,Pycnonotidae,Pycnonotus,Pycnonotus sinensis
Aves,Passeriformes,Tyrannidae,Knipolegus,Knipolegus aterrimus
Aves,Passeriformes,Estrildidae,Lonchura,Lonchura grandis x castaneothorax
Aves,Galliformes,Phasianidae,Gallus,Gallus gallus
Aves,Passeriformes,Sylviidae,Curruca,Curruca subalpina
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,Threskiornis aethiopicus
Aves,Anseriformes,Anatidae,Branta,Branta canadensis
Aves,Passeriformes,Furnariidae,Aphrastura,Aphrastura spinicauda
Aves,Passeriformes,Furnariidae,Certhiaxis,Certhiaxis cinnamomeus
Aves,Falconiformes,Falconidae,Falco,Falco tinnunculus
Aves,Passeriformes,Icteriidae,Icteria,Icteria virens
Aves,Gruiformes,,,
Aves,Passeriformes,Fringillidae,Spinus,Spinus spinus
